5633,ACC
6401,ADANIENT
912129,ADANIGREEN
3861249,ADANIPORTS
3677697,IDEA
738561,RELIANCE
871681,TATACHEM
185345,TATACOFFEE
952577,TATACOMM
873217,TATAELXSI
884737,TATAMOTORS
2953217,TCS
897537,TITAN
502785,TRENT
784129,VEDL
3050241,YESBANK
975873,ZEEL
